"name","itemId","price","currentPrice","brandName","sellerName","ratingScore","itemSold","location","image","itemUrl"
"🔥 TWS Wireless Earbuds with LED Display – ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 – Available in Black & White 🎧","941611897","699","Rs. 699",".No Brand.","LYARIANZ STORE",4.8,107,"Sindh","https://static-01.daraz.pk/p/3d14aa64828b4fbc25faade11a450058.jpg","https://www.daraz.pk/products/led-tws-enc-hifi-53-i941611897.html"
"M10 TWS Bluetooth Air buds 3500mAh Power Bank Wireless Earphones with Microphone 9D Stereo Sports Waterproof Earbuds","780802488","746.26","Rs. 746","AEES COLLECTION","AEES COLLECTION",5,77,"Punjab","https://static-01.daraz.pk/p/6338ac11c80396704da1b47632638357.png","https://www.daraz.pk/products/m10-tws-bluetooth-air-buds-3500mah-power-bank-wireless-earphones-with-microphone-9d-stereo-sports-waterproof-earbuds-i780802488.html"
"New Open Ear Earbuds Bluetooth Wireless v5.3, Comfortable OWS EarClip Design, 7H/80H Playtime, 12mm HiFi Sound Speaker Air Conduction Headphones (Black)","930242655","699","Rs. 699","No Brand","OkMall®",5,15,"Punjab","https://static-01.daraz.pk/p/b55923e05facccdc79b87bbf0148df9b.jpg","https://www.daraz.pk/products/352-v53-ows-7h80h-12mm-i930242655.html"
"G11 Air Buds TWS Gaming Bluetooth Earphone Bluetooth 5.2 Sports 360° Sound Low Latency Noise Canceling Waterproof Wireless Headset with Microphone Stereo Bass Handsfree True Wireless Gamer Earbuds","837216578","1213.26","Rs. 1,213","No Brand","KIN",4.31,102,"Punjab","https://static-01.daraz.pk/p/20264bee8445de4949a5d3516e53c51e.png","https://www.daraz.pk/products/g11-tws-52-360-i837216578.html"
"M28 TWS Gaming Wireless Earbuds Type-c LED Display Stereo Low Latency Heavy Bass HIFI Music Bluetooth Earphone Smart Touch Control Waterproof Sport Headset with Mic","425368526","999","Rs. 999","No Brand","Techccessories",4.72,598,"Punjab","https://static-01.daraz.pk/p/af7f048fd9965ad986ecb7bbc56dddc3.jpg","https://www.daraz.pk/products/tws-m28-c-led-hifi-i425368526.html"
"M10 Bluetooth 5.1 Wireless Headphones, TWS Audio Device, 2200mAh, Stereo, Sport, Waterproof, with Microphone","275119224","699","Rs. 699","No Brand","Techccessories",4.78,1,"Punjab","https://static-01.daraz.pk/p/bf3639553515ad78c3c552a992b56351.jpg","https://www.daraz.pk/products/m10-51-tws-2200mah-i275119224.html"
"M10 & M90 TWS Wireless Ear Buds – Sport Headset with Super Sound, Touch Sensors & Built-in Mic","1951574550","584","Rs. 584",".No Brand.","City Mall..",4.08,53,"Punjab","https://static-01.daraz.pk/p/c9ac91adf74db1cd3b05d00b79d74e79.jpg","https://www.daraz.pk/products/m10-m90-tws-i1951574550.html"
"TWS  Airpro Black  Airpod_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , power Case Sport Headset for all Bluetooth Smart devices.","1957385658","699","Rs. 699","No Brand","Kamalia Khaadi Khaddar",4.47,12,"Punjab","https://static-01.daraz.pk/p/0ae8fff4efaf0aa49e3fabc7fd29d18d.jpg","https://www.daraz.pk/products/tws-airpro-black-airpod_-10m-i1957385658.html"
"Original FlyCreat M10 Earphones True Wireless Bluetooth v5.1 | Active Noise Cancelling ANC In-Ear Headphones | IPX5 Waterproof | Low Latency Gaming Earbuds | 2000mAh Charging Case with LED Display","1948883696","890","Rs. 890","No Brand","Qaisir Abbas",4.88,31,"Islamabad","https://static-01.daraz.pk/p/a1218747c05cfbb597116f244711d739.png","https://www.daraz.pk/products/10-51-5-2000mah-i1948883696.html"
"Stereo Gaming Airpod Style Wireless Earbuds TWS Air Buds Bluetooth","1957968863","645.39","Rs. 645","No Brand","Murshad 21",4.43,5,"Punjab","https://static-01.daraz.pk/p/bade2a6b1340cc5923ec46c64b772975.png","https://www.daraz.pk/products/-i1957968863.html"
"895B TWS Bluetooth 5.3 Wireless Earbuds | LED Display | Deep Bass | Noise Cancelling Mic | IPX5 Waterproof | Type-C Fast Charging | Long Battery Life | For Android","946845850","679","Rs. 679",".No Brand.","Tech Nest 2.O",5,19,"Sindh","https://pk-live-21.slatic.net/kf/Sedee7d6478f14b08afc2f0b5be068731R.jpg","https://www.daraz.pk/products/895b-tws-bluetooth-53-wireless-earbuds-led-display-deep-bass-noise-cancelling-mic-ipx5-waterproof-type-c-fast-charging-long-battery-life-for-android-i946845850.html"
"U39 True Wireless Bluetooth Earbuds – TWS Stereo Headset with Deep Bass,Touch Control, HD Mic, Noise Reduction & Long Battery Timing","1951431819","1099","Rs. 1,099","No Brand","Red Flag Mart",5,30,"Punjab","https://static-01.daraz.pk/p/4b2a3ef9bb4b105e42550d7be1d3175e.jpg","https://www.daraz.pk/products/u39-tws-hd-i1951431819.html"
"TWS Wireless Earbuds with LED Display -ENC Noise Cancellation, HiFi Stereo, Bluetooth ^ 5.3 - Available in Black & White","923624892","685","Rs. 685","No Brand","Daraz Shop Karachi ",4.51,430,"Sindh","https://pk-live-21.slatic.net/kf/S2de5fcb7a1bd4c8eb7ebe165781ac6bdR.jpg","https://www.daraz.pk/products/tws-wireless-earbuds-with-led-display-enc-noise-cancellation-hifi-stereo-bluetooth-53-available-in-black-white-i923624892.html"
"U39 Wireless Gaming Earbuds_Bluetooth Headphones Headset_ENC Noise Cancelling Bluetooth Earphones_Latest 5.3 Bluethoot Chip Powerful Performance Fast Transmission_Long Battery True Stereo Earbuds","1947514731","1299","Rs. 1,299","No Brand","GURU DEALS",5,67,"Punjab","https://static-01.daraz.pk/p/8f90878fc5db0c01a8893face3c5aaa0.jpg","https://www.daraz.pk/products/u39-_-__-_-53-_-i1947514731.html"
"Air31 TWS Wireless Earbuds Bluetooth 5.3 | HD Stereo Sound & Deep Bass | Touch Control | Noise Cancelling Mic | Charging Case | Long Battery Life | Android & iOS Compatible","1954006166","539","Rs. 539","No Brand","FOUR DEE STORE",5,15,"Sindh","https://static-01.daraz.pk/p/d009ddb25973660e13329165cdd05f78.jpg","https://www.daraz.pk/products/31-tws-1-hd-ios-i1954006166.html"
"Air 31 Airpods - Air31 Earbuds Wireless Earbuds - Air 31 Earbuds - Transparent Airpods Air 31 - Transparent Earbuds Air 31 TWS Earbuds - Airbuds - Earpods - Ear Buds Wireless - Bluetooth Earphones - Air buds","917806762","697","Rs. 697","No Brand","DigiNex",4.64,323,"Punjab","https://static-01.daraz.pk/p/406dda5c87031ba6a45e118572b68527.jpg","https://www.daraz.pk/products/31-31-31-31-31-i917806762.html"
"Stereo TWS Wireless AirPods | Bluetooth 5.3 Earbuds with Deep Bass, Touch Control & HD Mic","948665287","612","Rs. 612","No Brand","Extreme Gadget",4,38,"Punjab","https://static-01.daraz.pk/p/c7acea84b816ef8c4b385eeeac8bd690.png","https://www.daraz.pk/products/tws-53-hd-i948665287.html"
"🔥 TWS Wireless Earbuds with LED Display – ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 – Available in Black with Yellow 🎧","1948742954","749","Rs. 749","No Brand","KingTraders",5,28,"Punjab","https://static-01.daraz.pk/p/fdc58e0d58e82eb3c40d48d05c5f4eee.jpg","https://www.daraz.pk/products/53-i1948742954.html"
"Choice Lenovo GM2 Pro Bluetooth Headset In-ear 5.3 TWS Earbuds Waterproof Sports Binaural Stereo Button With Microphone Wireless","652871721","1999","Rs. 1,999","No Brand","Tenorz Shop 1",4.89,1,"Punjab","https://static-01.daraz.pk/p/80f501f414d39f2987522c1293b56f2d.jpg","https://www.daraz.pk/products/2-53-i652871721.html"
"🎧 M10 Wireless Bluetooth Earbuds with LED Digital Display, Power Bank Case, Deep Bass & Long Battery Life best earbud Top Quality","1951021819","799","Rs. 799","No Brand","ALFateh 786",5,15,"Punjab","https://static-01.daraz.pk/p/99e2b72de2ebd9ae0e8aa946b92d4438.png","https://www.daraz.pk/products/m10-wireless-bluetooth-earbuds-with-led-digital-display-power-bank-case-deep-bass-long-battery-life-best-earbud-top-quality-i1951021819.html"
"U39 True Wireless Bluetooth Earbuds | TWS Wireless Headset | Smart Touch Control | Fast Pairing | Comfortable Fit | Magnetic Case | HD Sound Quality","1950357397","1119","Rs. 1,119","No Brand","VibeFusion Store",5,15,"Punjab","https://static-01.daraz.pk/p/32b4df664ca92a68015a212718d439b6.png","https://www.daraz.pk/products/u39-tws-hd-i1950357397.html"
"Disney Wireless Bluetooth Earphones TWS Headphone Good Bass Gaming Sport Original with Mic Ear Clip Headset ANC Noise Cancelling Waterproof BT5.3 SeaSpark","936812016","746.26","Rs. 746","No Brand","AshMall",5,25,"Punjab","https://static-01.daraz.pk/p/602d5001f23a9cfe7f648077dfacd437.jpg","https://www.daraz.pk/products/tws-anc-bt53-i936812016.html"
"M10 TWS Wireless Earbuds|M19 Wireless Headset Bluetooth 5.1 Earphones Airpod in-ear Headphones Handsfree Airbuds Pod Stereo 9D with 2000mAh Smart LED Display Charging Case","1948664170","739","Rs. 739","No Brand","as online mart",5,12,"Punjab","https://static-01.daraz.pk/p/7f6fb43eabfe5f9587e26f15a5177697.png","https://www.daraz.pk/products/m10-tws-m19-51-9d-2000mah-i1948664170.html"
"N35 Gaming Headsets Low Latency Earphone INFURION True Wireless Stereo (5.2V) Headphone Earbuds With Mic audiophonos gamer","439150543","1301.16","Rs. 1,301","Infurion","Infurion",4.76,1,"Sindh","https://static-01.daraz.pk/p/74617e9168ad57fa23758d4f733d07b3.jpg","https://www.daraz.pk/products/n35-52-i439150543.html"
"AirPod Style TWS Earbuds Bluetooth 5.3 Wireless Air Buds with ENC Noise Cancellation Deep Bass Touch Control Fast Charging Earbuds for Android & Bluetooth Devices","1957571756","689","Rs. 689","No Brand","my virtual Mall ",5,5,"Punjab","https://static-01.daraz.pk/p/2255ae6a4c46e48e77144954fd176749.png","https://www.daraz.pk/products/53-i1957571756.html"
"M10 TWS Bluetooth Earphone Wireless Headphones Earbuds Blutooth Handfree Headsets With Charging Box/M28 Bluetooth Earbuds 5.2 Gaming Earbuds Earphones Touch Control  with power bank","460836410","749","Rs. 749","No Brand","AY online shoping (Lahore)",4.94,98,"Punjab","https://static-01.daraz.pk/p/7f6fb43eabfe5f9587e26f15a5177697.png","https://www.daraz.pk/products/m10-tws-28-52-i460836410.html"
"M04 Stereo Earbuds TWS Wireless Earbuds with LED Display 🔥 Trending Earbuds ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 - Available in Black & White 🎧","826045162","676","Rs. 676","No Brand","Tech Nest 2.O",4.48,405,"Sindh","https://pk-live-21.slatic.net/kf/S0d65681b642342678a435c6ed78ae9bdT.jpg","https://www.daraz.pk/products/m04-stereo-earbuds-tws-wireless-earbuds-with-led-display-trending-earbuds-enc-noise-cancellation-hifi-stereo-bluetooth-53-available-in-black-white-i826045162.html"
"M10 & M90 TWS Wireless Ear Buds – Sport Headset with Super Sound, Touch Sensors & Built-in Mic","1949453742","512.76","Rs. 513",".No Brand.","Sial Traders® ",5,27,"Punjab","https://static-01.daraz.pk/p/c9ac91adf74db1cd3b05d00b79d74e79.jpg","https://www.daraz.pk/products/m10-m90-tws-i1949453742.html"
"Wireless Bluetooth 5.2 Neckband Earphones - Magnetic, Sweatproof, Hi-Fi Sound, Active Noise Cancelling, Handsfree Mic","940441185","599","Rs. 599","No Brand","BiG SHOP (Lahore)",4.75,21,"Punjab","https://static-01.daraz.pk/p/cb5d59318757b805bf313f44b548fb79.png","https://www.daraz.pk/products/52-hi-fi-i940441185.html"
"M90 Pro Wireless Earbuds High-Quality Sound & Seamless Connectivity","649408154","1199","Rs. 1,199","No Brand","MAT HUB",4.79,163,"Punjab","https://static-01.daraz.pk/p/9cc27352ad67587a31647728c2953199.jpg","https://www.daraz.pk/products/m90-i649408154.html"
"🔥 TWS Wireless Earbuds with LED Display – ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 – Available in Black & White 🎧","1947741452","700","Rs. 700","No Brand","DemorveX",4.67,37,"Punjab","https://static-01.daraz.pk/p/fa7b46d37a36ea2293bb6698932669ec.jpg","https://www.daraz.pk/products/tws-wireless-earbuds-with-led-display-enc-noise-cancellation-hifi-stereo-bluetooth-53-available-in-black-white-i1947741452.html"
"M10 Earbuds  TWS Airpod _ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.","751042593","699","Rs. 699","No Brand","(Hania Collection)",4.82,55,"Punjab","https://static-01.daraz.pk/p/8cd5a7c0ad509a9200a2a4b860dc4fc2.jpg","https://www.daraz.pk/products/m10-tws-_-10m-i751042593.html"
"🔥 TWS Wireless Earbuds with LED Display – ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 Ear Buds Air 31 | Airpod with Mic","1950573575","699","Rs. 699","Generic","Flash Sale Mall",4.43,30,"Punjab","https://sg-test-11.slatic.net/p/fec80f0e438ae1dba2919a21b410519c.jpg","https://www.daraz.pk/products/53-31-i1950573575.html"
"🔥 TWS Wireless Earbuds with LED Display – ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 – Available in Black & White 🎧","943612144","610","Rs. 610","No Brand","D.tech.  ",4.83,152,"Punjab","https://static-01.daraz.pk/p/d8d5a490d3adb89b27735851b588dd16.jpg","https://www.daraz.pk/products/led-tws-enc-hifi-53-i943612144.html"
"M10 Earbuds | M10 TWS Wireless Earbuds | M10 Earbuds 3500mah Original | Bluetooth Earbuds | High Quality Touch Sensors True Stereo Headphones with Built in Mic Transmission Bluetooth Wireless Earbuds","1948616238","689","Rs. 689","No Brand","KingTraders",4.62,157,"Punjab","https://static-01.daraz.pk/p/1d706b150ec8132ee4685f8439433963.jpg","https://www.daraz.pk/products/10-m10-tws-m10-3500mah-i1948616238.html"
"M04 Stereo Earbuds TWS Wireless Earbuds with LED Display – ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 – Available in Black & White","948285745","679","Rs. 679","No Brand","Madinatrader.shop",4.56,553,"Sindh","https://pk-live-21.slatic.net/kf/S4225019b8ee1432f917463fb125d7908m.jpg","https://www.daraz.pk/products/m04-stereo-earbuds-tws-wireless-earbuds-with-led-display-enc-noise-cancellation-hifi-stereo-bluetooth-53-available-in-black-white-i948285745.html"
"Air31 TWS (True Wireless Stereo) Bluetooth Dual Earphones Headset (Compatible With All Bluetooth Devices).","722999361","599","Rs. 599","No Brand","Xperta ",4.6,151,"Punjab","https://static-01.daraz.pk/p/d5e79e6214c6e65950a6e2403a5081ff.jpg","https://www.daraz.pk/products/air31-tws-true-wireless-stereo-bluetooth-dual-earphones-headset-compatible-with-all-bluetooth-devices-i722999361.html"
"Orignal TWS Airpro  Airpod with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.","752175646","699","Rs. 699","No Brand","AY online shoping (Lahore)",4.56,95,"Punjab","https://static-01.daraz.pk/p/8f89dcaeefac2b1d9360e7ee4e69a32a.png","https://www.daraz.pk/products/10-i752175646.html"
"M25 Damix TWS Gaming Headphones True Wireless Earbuds Earphones Earphones Touch Control ","430806574","1048","Rs. 1,048","WS WAJID & SONS","WAJID & SONS",4.42,8,"Sindh","https://static-01.daraz.pk/p/78af5824e5a3efcf67a7a7286e0fb221.jpg","https://www.daraz.pk/products/m25-damix-tws-gaming-headphones-true-wireless-earbuds-earphones-earphones-touch-control-i430806574.html"
"Air buds Air 31 Wireless Bluetooth-Compatible Headset Wireless Earphone Invisible Sports Fitness Earbuds In-ear Headphone","1949709355","699","Rs. 699","No Brand","A&E COLLECTION 8 (LHR)",4.84,44,"Punjab","https://static-01.daraz.pk/p/cc1b2d6453d56407128d277ed5a248d9.jpg","https://www.daraz.pk/products/31-i1949709355.html"
"Original G11 Air Buds TWS Gaming Bluetooth Earphone Bluetooth 5.2 Sports 360° Sound Low Latency Noise Canceling Waterproof Wireless Headset with Microphone Stereo Bass Handsfree True Wireless Gamer Earbuds","801579105","921.85","Rs. 922","No Brand","Accessory HUB 6",5,33,"Punjab","https://static-01.daraz.pk/p/ad7769c266cf741d586487102166448b.png","https://www.daraz.pk/products/g11-tws-52-360-i801579105.html"
"X15 Gaming Headsets Low Latency INFURION Earphone True Wireless Stereo 5.0 Headphone Earbuds With Mic audifonos gamer","439140949","1119","Rs. 1,119","Infurion","Infurion",4.71,399,"Sindh","https://static-01.daraz.pk/p/1b0b18e44b259a55af0f725932c955ae.jpg","https://www.daraz.pk/products/x15-50-i439140949.html"
"m28 earbuds TWS bluetooth wireless EARPHONES Powerbank Touch control earbuds Led charging showing display","428899174","1099","Rs. 1,099","No Brand","Smart life Accessories",4.12,1,"Sindh","https://pk-live-21.slatic.net/kf/Sca9f9a8c130f439b95d57b701876090e3.jpg","https://www.daraz.pk/products/tws-m28-led-i428899174.html"
"M10 & M90 TWS Air Pod _ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Sport Headset for all Bluetooth Smart devices.","269872768","699","Rs. 699","No Brand","Kamalia Khaadi Khaddar",4.24,65,"Punjab","https://static-01.daraz.pk/p/c9ac91adf74db1cd3b05d00b79d74e79.jpg","https://www.daraz.pk/products/m10-m90-tws-_-10m-i269872768.html"
"Air 31 Airpods - Air31 Earbuds Wireless Earbuds - Air 31 Earbuds - Transparent Airpods Air 31 - Transparent Earbuds Air 31 TWS Earbuds - Airbuds - Earpods - Ear Buds Wireless - Air Buds - Bluetooth Earphones","730410986","649","Rs. 649","No Brand","SBT Trader",4.83,998,"Punjab","https://static-01.daraz.pk/p/b8a310a3381902b984b11859c0c746e2.jpg","https://www.daraz.pk/products/31-31-31-31-31-i730410986.html"
"🔥 TWS Wireless Earbuds with LED Display – ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 – Available in Black & White 🎧","523537901","149","Rs. 149","No Brand","Q Hub",4.43,107,"Punjab","https://static-01.daraz.pk/p/2d7b0371a12e6e3d4f9308a4e4e3a844.jpg","https://www.daraz.pk/products/tws-895b-led-tws-m11-i12-m10-tws-i523537901.html"
