"name","itemId","price","currentPrice","brandName","sellerName","ratingScore","itemSold","location","image","itemUrl"
"M04 Stereo Earbuds TWS Wireless Earbuds with LED Display – ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 – Available in Black & White",948285745,676,"Rs. 676","No Brand","Madinatrader.shop",4.57,443,"Sindh","https://pk-live-21.slatic.net/kf/S4225019b8ee1432f917463fb125d7908m.jpg","https://www.daraz.pk/products/m04-stereo-earbuds-tws-wireless-earbuds-with-led-display-enc-noise-cancellation-hifi-stereo-bluetooth-53-available-in-black-white-i948285745.html"
"Air 31 Transparent Wireless Stereo Earbuds Bluetooth V5.3 Air 31 Earpods",427075794,810,"Rs. 810","No Brand","RAS Mart",4.6,135,"Sindh","https://static-01.daraz.pk/p/2d58552a9172cca407bc4f1ea42af017.jpg","https://www.daraz.pk/products/air-31-transparent-wireless-stereo-earbuds-bluetooth-v53-air-31-earpods-i427075794.html"
"“M25 TWS Gaming Earbuds 🎮 RGB Lights | Low Latency | Deep Bass | 180mAh Battery Case | ENC Mic | Touch Control”",921211837,1099,"Rs. 1,099","No Brand","TOP STOCK STORE 2",4.41,59,"Sindh","https://static-01.daraz.pk/p/2a28daf304ccfb09c270c653adb08de9.jpg","https://www.daraz.pk/products/tws-m25-rgb-rgb-life-enc-i921211837.html"
"Air31 Earbuds Wireless Transparent Bluetooth 5.3 Air 31 Ear buds Wireless Headset Transparent Charging Case Heavy Bass Stereo Earphones Noise Reduction Sports Headset with Microphone Waterproof Headphone LED Digital Display airpods_ by Sellify 365",421482059,749,"Rs. 749","No Brand","Sellify 365",4.43,1,"Sindh","https://static-01.daraz.pk/p/7fec87a6af1f24da95fae17936e3afb8.jpg","https://www.daraz.pk/products/31-tws-53-led-365-i421482059.html"
"M10 & M90 TWS Airpods _ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Sport Headset for all Bluetooth Smart devices.",946133527,689,"Rs. 689","No Brand","Moosa Tech Store",5,115,"Sindh","https://static-01.daraz.pk/p/413ae149dd7d14fd89a97e1debe75580.jpg","https://www.daraz.pk/products/m10-m90-tws-10-i946133527.html"
"AirPods Pro TWS ansd i7s sigle Wireless Earbuds m10 - Bluetooth 5.0, Superior Sound Bass, Dual Earphones with Charging Case, Hands-Free Calling, and Extra Earbuds (Compatible with All Bluetooth Devices, iOS & Android)",943505977,667.76,"Rs. 668","No Brand","TOP STOCK STORE 2",4.82,189,"Sindh","https://static-01.daraz.pk/p/1feb706044e63550398dbba7ac53c370.jpg","https://www.daraz.pk/products/7-10-50-i943505977.html"
"Air 31 TWS Wireless Earbuds - Transparent Bluetooth Earbuds - Airbuds for Android & iPhone - Touch Control Ear Buds - Air 31 Earbuds with Mic - HD Sound Wireless Earpods",440107268,729,"Rs. 729","No Brand","TOP STOCK STORE",4.65,399,"Sindh","https://static-01.daraz.pk/p/88a5007724a5f89e03ec4edbcd36d7cb.jpg","https://www.daraz.pk/products/air-31-sports-wireless-earbuds-waterproof-v53-bluetooth-with-touch-control-i440107268.html"
"X15 Gaming Headsets Low Latency Earphone True Wireless Stereo 5.3 Headphone Earbuds With Mic audifonos gamer",940132617,1220.31,"Rs. 1,220","No Brand","AR Traders - KHI",5,39,"Sindh","https://static-01.daraz.pk/p/7bbf634025d95c67c79d1fa9cf866e28.jpg","https://www.daraz.pk/products/x15-53-i940132617.html"
"New Air 31 Wireless Bluetooth Headset airpods handfree earbuds airdots Hanging Ear Unisex Driving Can Answer The Phone Long Standby 1 Minute Fast Charge Single Headsr-Color Family Headphones & Headsets&gt;Wireless Earbuds",938549286,665.85,"Rs. 666","No Brand","ELITE TECH STORE",4.69,533,"Sindh","https://static-01.daraz.pk/p/13768f9746183a9efe1b016b15843c24.jpg","https://www.daraz.pk/products/new-air-31-wireless-bluetooth-headset-airpods-handfree-earbuds-airdots-hanging-ear-unisex-driving-can-answer-the-phone-long-standby-1-minute-fast-charge-single-headsr-color-family-headphones-headsetswireless-earbuds-i938549286.html"
"Airpods Air Pro 3rd Gen TWS (True Wireless Stereo) Bluetooth Earbuds Dual Earphones Headset (Connect With All Bluetooth Devices).BLUETOOTH handfree",367800037,740,"Rs. 740","WELL AKIN","WELL AKIN",4.74,326,"Sindh","https://pk-live-21.slatic.net/kf/Sb28dd29b396642b6bd586f89a760ae84P.jpg","https://www.daraz.pk/products/airpods-air-pro-3rd-gen-tws-true-wireless-stereo-bluetooth-earbuds-dual-earphones-headset-connect-with-all-bluetooth-devicesbluetooth-handfree-i367800037.html"
"WELL AKIN  STERO TWS Wireless Earbuds with LED Display – ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 – Available in Black & White",367696925,799,"Rs. 799","WELL AKIN","WELL AKIN",4.73,1,"Sindh","https://pk-live-21.slatic.net/kf/Sdc29c7c4988642f29c843c6fb7a44ab9t.jpg","https://www.daraz.pk/products/well-akin-stero-tws-wireless-earbuds-with-led-display-enc-noise-cancellation-hifi-stereo-bluetooth-53-available-in-black-white-i367696925.html"
"TWS Wireless Earbuds Stereo | ENC Noise Cancellation | HiFi Stereo Sound | Bluetooth 5.3 Earphones | LED Battery Display | Touch Control | AirPods Style Earbuds with Mic for Android & iOS",928783535,792,"Rs. 792","No Brand","USA Accessories Store ",4.79,91,"Sindh","https://pk-live-21.slatic.net/kf/S9b35f2e45d1047f385c471e07a89da0eB.jpg","https://www.daraz.pk/products/53-i928783535.html"
"M10 Earbuds 3500 mah - M10 Tws Wireless Earbuds - Airpods M10 - Ear buds M10 - M10 Airpods - M 10 Earbuds - Tws Earbuds - Super Sound & Stereo Headphones Bluetooth Wireless Earbuds - Airpods Pro",413820426,601,"Rs. 601","No Brand","NOVA TECH 1",4.21,1,"Punjab","https://pk-live-21.slatic.net/kf/S26f749ccfa174ac08688bb519cd64532K.jpg","https://www.daraz.pk/products/m10-earbuds-3500-mah-m10-tws-wireless-earbuds-airpods-m10-ear-buds-m10-m10-airpods-m-10-earbuds-tws-earbuds-super-sound-stereo-headphones-bluetooth-wireless-earbuds-airpods-pro-i413820426.html"
"New Airpods Pro 2nd Gen Wireless Earbuds for All Mobile Phones Black",204976475,699,"Rs. 699","No Brand","THE_eSHOP",4.25,4,"Punjab","https://static-01.daraz.pk/p/2cfa95534ebac66d5dbb8875f5abcc31.png","https://www.daraz.pk/products/2nd-i204976475.html"
"Air 39 Wireless Airpods True Wireless Stereo with Noise Isolation Air 39-Earbuds-Earphones-Gaming-Headphone/Headset-Airpods Pro-Air pods-Ear buds-Airbuds-Air buds-Earpods/Ear pods-Airpods pro-Air pods-Air39",944274435,649,"Rs. 649","No Brand","D.tech.  ",4.9,55,"Punjab","https://static-01.daraz.pk/p/ffe6ef5415f152c87637dae489bf3e5e.png","https://www.daraz.pk/products/39-pods-air39-i944274435.html"
"Airpods Pro 2nd Generation Black 🖤 Airpords_Pro High Bass Sound Quality Wireless Earbuds Bluetooth 5.0 Earpods Compatible with All Devices",433838292,697,"Rs. 697","No Brand","Bulls PVT",4.84,253,"Sindh","https://pk-live-21.slatic.net/kf/Sc13d8bef7c88465ea96c8bdd858e59aeh.jpg","https://www.daraz.pk/products/2nd-50-i433838292.html"
"Air 31 Airpods - Air31 Earbuds Wireless Earbuds - Air 31 Earbuds - Transparent Airpods Air 31 - Transparent Earbuds Air 31 TWS Earbuds - Airbuds - Earpods - Ear Buds Wireless - Air Buds - Bluetooth Earphones",804168532,640.28,"Rs. 640","No Brand","ONE WINDOW.",4.75,915,"Sindh","https://static-01.daraz.pk/p/88a5007724a5f89e03ec4edbcd36d7cb.jpg","https://www.daraz.pk/products/31-31-31-31-31-tws-i804168532.html"
