"name","itemId","price","currentPrice","brandName","sellerName","ratingScore","itemSold","location","image","itemUrl"
"20000 MAH 66W FAST CHARGING TRANSPARENT POWER BANK-POWER BANK FOR ANDROID -Fast charging power bank-Transparent power bank-Portable 66W power bank-Mini fast charging power bank-Large capacity power bank-Power bank-Led Crystal display power bank.","1957513706","1899","Rs. 1,899","No Brand","Digitalwave",0,0,"Khyber Pakhtunkhwa","https://static-01.daraz.pk/p/598000254069826e19c2c51d07b35014.jpg","https://www.daraz.pk/products/20000-mah-66-66-led-i1957513706.html"
"ASPOR A396 PD 20000MAH 22.5W FAST CHARGING POWER BANK","443709393","4999","Rs. 4,999","No Brand","Game Master (Lahore)",0,0,"Punjab","https://static-01.daraz.pk/p/16a5b0bf1b31aa37a36cf38246f51d02.png","https://www.daraz.pk/products/a396-pd-20000mah-i443709393.html"
"Xiaomi Redmi 20000mAh Portable Power Bank – Fast Charging Battery Pack for All Devices","1952285306","848","Rs. 848","No Brand","RI ACCESSORIES",0,7,"Sindh","https://static-01.daraz.pk/p/7b7e63814f3ebd94f9814dbf1108dc92.png","https://www.daraz.pk/products/20000mah-i1952285306.html"
"MI powerbank 20000mah,Xiaomi Redmi MI 20000mah Copy portable charging power | Mi Power Bank 2C 20000mAh | Dual USB Output | Fast Charging | Portable External Battery Pack","947043125","849","Rs. 849","No Brand","AS Gadgets",5,0,"Sindh","https://static-01.daraz.pk/p/f84d2c1dbd698e29e2adc68b31541337.jpg","https://www.daraz.pk/products/mi-20000mah-mi-20000mah-mi-2c-20000mah-usb-i947043125.html"
"⚡🔋 Super Speed Charging Power Bank – powerbank – power bank – power bank 20000 mah – Mi 20000mAh Portable Powerbank with Dual USB Output, High Capacity Backup Charger for Android and All Other Devices & Travel Use","1957614911","1250","Rs. 1,250","No Brand","LAKHANI TRADER'S",0,0,"Sindh","https://static-01.daraz.pk/p/1258db825de9ff9ff4b8ec268b4a4858.jpg","https://www.daraz.pk/products/20000-mah-mi-20000-mah-usb-i1957614911.html"
"ROMOSS PMT60 60000mAh Metal Power Bank w/Carry Handle, 100W Dual-Way Fast Charge, 4.5H Recharge, 2500 Cycles, USB-C PD for Laptop Phone Tablet, Emergency Light","1948680922","19500","Rs. 19,500","Romoss","gadgetbazaar.pk",5,0,"Punjab","https://static-01.daraz.pk/p/3bbd7c5d303754e9c7efba2aa1f2d34d.jpg","https://www.daraz.pk/products/pmt60-60000mah-w-100-45h-2500-usb-c-pd-i1948680922.html"
"60000mAh Powerbank - Portable, Fast Charging, Large Capacity Spare Battery","497234858","20000","Rs. 20,000","No Brand","Brother Store Agency",5,8,"Khyber Pakhtunkhwa","https://pk-live-21.slatic.net/kf/Sb2db2f82af30440abee47998c75ffb35R.jpg","https://www.daraz.pk/products/60000mah-powerbank-portable-fast-charging-large-capacity-spare-battery-i497234858.html"
"Alpha X-200 10000mAh Power Bank With Phone Holder, LED Display And 2x Torch Lights","405203783","4599","Rs. 4,599","No Brand","Pak Best Deal",0,0,"Punjab","https://static-01.daraz.pk/p/8bbfbf19d3bcb13dd01334b862eeae75.jpg","https://www.daraz.pk/products/x-200-mah-led-2x-i405203783.html"
"VEN-DENS VD-PB058 10000mAh Power Bank – Fast Charging Portable Battery with Dual USB Output & LED Indicator","929992088","1832","Rs. 1,832","No Brand","NEXUS MART",4.91,47,"Punjab","https://pk-live-21.slatic.net/kf/S0a7fb66b6eb143abacad809325c71640Y.jpg","https://www.daraz.pk/products/ven-dens-vd-pb058-10000mah-usb-i929992088.html"
"JCell Powerbank 10000 MAh mini","426613919","2450","Rs. 2,450","No Brand","BABASHOPY (Lahore)",0,0,"Punjab","https://static-01.daraz.pk/p/35e8b1594ade92826a9a91d39490e067.jpg","https://www.daraz.pk/products/j-10000-mah-i426613919.html"
"MagSafe Battery Pack White Magsafe Powerbank 5000mAh","620730852","2999","Rs. 2,999","No Brand","MAT TRADERS.",3.67,15,"Punjab","https://static-01.daraz.pk/p/c5ded3857af720c36b858d01571a55dd.jpg","https://www.daraz.pk/products/5000mah-i620730852.html"
"Power Bank J Cell Universal For 10000 mh All Mobiles And Cameras","911012561","1550","Rs. 1,550","No Brand","Liberty Teach mart ",0,0,"Punjab","https://pk-live-21.slatic.net/kf/S1e50300ea5b2465bb9fbb8735bc217478.jpg","https://www.daraz.pk/products/power-bank-j-cell-universal-for-10000-mh-all-mobiles-and-cameras-i911012561.html"
"RAB CHARGING SOLUTIONS 66W Fast Charging Power Bank – 20000mAh Portable Phone Charger, Slim Battery Bank with C-Input, High Speed Power Bank for, Samsung & Other Smartphones","1954576534","1999","Rs. 1,999","No Brand","CozyCasa",0,0,"Punjab","https://static-01.daraz.pk/p/c9937f5dc9400f52a38ba6e32c52b657.jpg","https://www.daraz.pk/products/66w-20000mah-i1954576534.html"
"MI Power Bank 20000mah - 22.5W Fast Charging Type-c","946055144","1250","Rs. 1,250","No Brand","LAKHANI TRADER'S",4.11,58,"Sindh","https://static-01.daraz.pk/p/29d16711e8a528792b9ba59498cbd3d3.jpg","https://www.daraz.pk/products/mi-20000mah-225w-c-i946055144.html"
"Pocket Size 5000mAh Power Bank Fast Charging for All Mobile Phones","607517111","999","Rs. 999","No Brand","Minii-Hub",4.27,558,"Punjab","https://pk-live-21.slatic.net/kf/Sb1f5821f51c540eb8543d1fc3e4c63f1j.jpg","https://www.daraz.pk/products/pocket-size-5000mah-power-bank-fast-charging-for-all-mobile-phones-i607517111.html"
"Power Bank 2450 mah Ultra Slim Card Size Pockit Mobile Power Gift Korian Qulity","542999353","1600","Rs. 1,600","No Brand","(ITM)",5,0,"Punjab","https://static-01.daraz.pk/p/b0a01f14dddf08323aba0723dfb66633.jpg","https://www.daraz.pk/products/2450-mah-i542999353.html"
"New Imported Transparent LED Powerbank With Multiple Cables 10000mah in pakistan","503076578","4450","Rs. 4,450","No Brand","Real-Traders",0,0,"Sindh","https://static-01.daraz.pk/p/0464bc549432c41353e55c139a02b95b.jpg","https://www.daraz.pk/products/led-10000mah-i503076578.html"
"Keychain Powerbank Portable Emergency | 1500mAh Mini Fast Charger For iPhone Type-C, Lightweight Power Ultra Backup Charger, Compact Car Keychain, Best Gift For Him/Her","948066070","419","Rs. 419","No Brand","VJP.Selection",3,37,"Punjab","https://pk-live-21.slatic.net/kf/S7b4fcf3eb24b471795d515fa489e408cn.jpg","https://www.daraz.pk/products/1500mah-i948066070.html"
"MAXON M-415 Nimble Powerbank 10000mAh - 22.5W Fast Power bank 10000 mAh - PD Power bank","1958043438","4650","Rs. 4,650","Maxon","Maxon Pakistan",0,0,"Sindh","https://static-01.daraz.pk/p/a1ae2d49113528c1d0e34b0dc85ce328.png","https://www.daraz.pk/products/maxon-m-415-nimble-powerbank-10000mah-225w-10000-mah-pd-i1958043438.html"
"“Xiaomi Redmi 20000mAh Portable Power Bank – Fast Charging High-Capacity Battery Pack for All Smartphones”","1953221434","947","Rs. 947","No Brand","AS ENTERPRISE'S",0,0,"Sindh","https://static-01.daraz.pk/p/1afe3e9e53330cea6c89306ce2dce13f.png","https://www.daraz.pk/products/20000mah-i1953221434.html"
"RPP-622 Remax 10000mAh LED Display, PD+QC 20w+22.5W Fast Charging Multi-Device Compatibility Powerbank","541515331","3400","Rs. 3,400","No Brand","BaraBazaar",0,0,"Punjab","https://pk-live-21.slatic.net/kf/Sfe97098459f945ed890ad4a6e4ec632a6.jpg","https://www.daraz.pk/products/rpp-622-10000mah-led-pd-qc-20w-225w-i541515331.html"
"Faster Powerbank WP-10K | 10,000mAh Battery and 20W High-Speed Output | Magnetic Wireless Charging | 4-In-1 Charging | Tariq Traders","1957576885","8599","Rs. 8,599","No Brand"," Tariq Traders",0,0,"Punjab","https://pk-live-21.slatic.net/kf/S3981841949c9484abd73362d3c02075cs.jpg","https://www.daraz.pk/products/faster-powerbank-wp-10k-10000mah-battery-and-20w-high-speed-output-magnetic-wireless-charging-4-in-1-charging-tariq-traders-i1957576885.html"
"Fast Charging Multi-Device Compatibility Powerbank","543036020","4500","Rs. 4,500","No Brand","Reem's collection ",0,0,"Punjab","https://static-01.daraz.pk/p/c3f41aec00a4a9ae9ecafcf54e080c95.jpg","https://www.daraz.pk/products/-i543036020.html"
"Magneto and Magneto pro max Wireless Powerbank  10000 mAh Power bank  Portable powerbank  5 output 3 input options  lightening-Micro USB- Type C  LED indicator  Polymer Battery  1 year brand warranty","1946998624","2999","Rs. 2,999","No Brand","VetraCart",0,0,"Punjab","https://static-01.daraz.pk/p/ce77e0b526f5ec63cb443558a74c8696.jpg","https://www.daraz.pk/products/10000-mah-5-3-usb-c-led-1-i1946998624.html"
"Sigma original 18W PD+QC3.0 10000mAh Powerbank Model : SW-15 - 18 Watt Fast charging - 15 Watt Wireless fast Charging - Slim & Smart - Type-C Interface quick charge protocol, Both input & output fast charge - 1 Year Brand Warranty","434514600","4899","Rs. 4,899","No Brand","Synergy Communications",0,0,"Punjab","https://static-01.daraz.pk/p/427bce85ec62cae5ab499502633cd42e.png","https://www.daraz.pk/products/18-pd-qc30-10000mah-sw-15-18-15-c-1-i434514600.html"
"Recci RPB-N16 BURTON Power Bank 10000mAh Power Burton Micro + Type C Ultra Thin Style Dual Output PowerBank Fast Charging","617354016","2499","Rs. 2,499","No Brand","Mega Store Spot",0,0,"Sindh","https://static-01.daraz.pk/p/ad362e6b46a1cf9151fc2fe760ff6361.jpg","https://www.daraz.pk/products/rpb-n16-10000mah-c-i617354016.html"
"VENDENS VD-PB041 5V Fast Charge Power Bank 10000mAh Backup Battery, Dual Output, Compact Design","942705532","1850","Rs. 1,850","No Brand","ElectroDirect",5,0,"Punjab","https://static-01.daraz.pk/p/7b43fefd80674a870ecfd39b01205950.jpg","https://www.daraz.pk/products/5-vd-pb041-mah-i942705532.html"
"Xiaomi Redmi 20000mAh Portable Power Bank is a high-capacity fast charging battery pack specially designed to provide powerful backup for all smartphones. This Xiaomi Redmi Power Bank comes with a massive 20000mAh capacity, ensuring long battery support f","1950568576","899","Rs. 899","No Brand","Technex",4.38,35,"Punjab","https://static-01.daraz.pk/p/3186e3980197a62ff45b756438809008.jpg","https://www.daraz.pk/products/xiaomi-redmi-20000mah-portable-power-bank-is-a-high-capacity-fast-charging-battery-pack-specially-designed-to-provide-powerful-backup-for-all-smartphones-this-xiaomi-redmi-power-bank-comes-with-a-massive-20000mah-capacity-ensuring-long-battery-support-f-i1950568576.html"
"Quick Daraz Wireless Magnetic Power bank 10000 Mah / 5000 Mah For 20 Waat Super Fast Charging","1957179922","3850","Rs. 3,850","No Brand","Gadgets Mobile store",0,0,"Punjab","https://pk-live-21.slatic.net/kf/S4890e56fbbed4808b2692a14cbd610c99.jpg","https://www.daraz.pk/products/10000-5000-20-i1957179922.html"
"10000mAh Powerbank ⚡ 100W Super Fast Charging – Phones, tablets aur laptops ke liye perfect 📱 Digital Battery Display – show Real-time percentage 🔌 Type-C & Micro Dual Input – Convenient charging 🛡️ Smart Safety Protection – Overcharge","1957456370","1899","Rs. 1,899","No Brand","KingTraders",0,0,"Punjab","https://static-01.daraz.pk/p/d591c4814db2d055c8178d755d285833.jpg","https://www.daraz.pk/products/10000mah-100-c-i1957456370.html"
"Mini Portable Power bank Emergency Key Chain Power Mini 1500mah Fast charging Finger Key Power Keychain Power Rechargeable Power Portable Charger For Android Type c Best Keychains Gifts High Quality Key Chain Power Bank","930861781","1504.65","Rs. 1,505","No Brand","SM Trader LHE",5,5,"Punjab","https://static-01.daraz.pk/p/8515d9c1aac392b54e0db2aa4a08ab81.png","https://www.daraz.pk/products/1500mah-c-i930861781.html"
"Solar Power Bank 20000 & 10000mAh 🔋 Dual USB  Portable Battery Pack ☀️ Outdoor Camping Powerbank with LED Light Torch","944302153","2699","Rs. 2,699","No Brand","Digitalwave",0,0,"Khyber Pakhtunkhwa","https://static-01.daraz.pk/p/d43580a599935bd7338334072ec7b5b9.png","https://www.daraz.pk/products/20000-10000mah-usb-led-i944302153.html"
"Reboot 202 20,000mAh Power Bank PD 65W Super Fast Charging Dual Type-C Ports LED Display Portable Design","1947021466","3999","Rs. 3,999","No Brand","VetraCart",0,0,"Punjab","https://static-01.daraz.pk/p/b0a159eb6b4c4bf2bd3e6aeaabb6df46.png","https://www.daraz.pk/products/202-mah-pd-65w-c-led-i1947021466.html"
"Card Power Bank 4000 MAh Power Bank External Battery /mobile Power Bank 4000mah","935359889","642","Rs. 642","No Brand","Mini Mart Onlinee",4.91,157,"Punjab","https://pk-live-21.slatic.net/kf/S458cf906ef12462c90a6d18a6331793cG.jpg","https://www.daraz.pk/products/4000-4000-i935359889.html"
"Kamal Ghauri 100000mAh Portable Charger 22.5W Fast Charging Power Bank PD USB-C Multi Port Power Bank KPB1101","1953753754","11499","Rs. 11,499","No Brand","ChargeMart",5,11,"Khyber Pakhtunkhwa","https://static-01.daraz.pk/p/e000916ccb16e16106e677714731889c.jpg","https://www.daraz.pk/products/100000mah-225-pd-usb-c-kpb1101-i1953753754.html"
"Airox PB13: 20000mAh PD 22.5 Watt Powerbank","481037620","4999","Rs. 4,999","Airox ®","Airox",5,5,"Khyber Pakhtunkhwa","https://pk-live-21.slatic.net/kf/S12f4332671b746378642258f2876d0648.jpg","https://www.daraz.pk/products/pb13-20000mah-pd-225-i481037620.html"
"Portable Charger Keychain for Andriod, 1500mAh Mini Power Emergency Pod, Ultra-Compact External Fast Charging USB C Power Bank Battery Pack, Small Type-c Cell Phone Charger, for Samsung and More","927360722","657.75","Rs. 658","No Brand","GMall™",0,0,"Punjab","https://static-01.daraz.pk/p/4d367fd3141cfa345faa83e2f403e7a9.jpg","https://www.daraz.pk/products/1500mah-i927360722.html"
"12V High-Power Router Power Bank 20000mAh | 6 Cell Backup Battery | Compatible with Wi-Fi Routers & ONTs - High Capacity Backup - 20,000 AMH | WiFi Router UPS Power Bank 12Volts 8 to 10 Hours Backup","1952205148","1795","Rs. 1,795","No Brand","LeLu Mart",0,0,"Sindh","https://static-01.daraz.pk/p/4ad5c62826f6e78e592b548b1b5bf429.jpg","https://www.daraz.pk/products/12v-high-power-router-power-bank-20000mah-6-cell-backup-battery-compatible-with-wi-fi-routers-onts-high-capacity-backup-20000-amh-wifi-router-ups-power-bank-12volts-8-to-10-hours-backup-i1952205148.html"
"onn 10,000 mAh Portable Power Bank with Fast Charging Output (20W), Dual USB-C ports, USB port, LED Digital Display, Black - Compatible with Samsung Galaxy, Note, Pixel & More","1954233829","1999","Rs. 1,999","No Brand","MegaModule",0,0,"Punjab","https://static-01.daraz.pk/p/4132956960c9e0919eaa30cba8b5cac4.jpg","https://www.daraz.pk/products/10000-20w-usb-c-usb-led-i1954233829.html"
